_id,title,text,query
<dbpedia:Kurt_Georg_Kiesinger>,Kurt Georg Kiesinger,"Kurt Georg Kiesinger (German: [ˈkʊʁt ˈɡeːɔʁk ˈkiːzɪŋɐ]; 6 April 1904 – 9 March 1988) was a German lawyer,  Catholic politician and member of the Christian Democratic Union (CDU). His role in the Foreign Ministry's radio propaganda department during World War II has led to controversies.",who is kurt kiesinger
<dbpedia:Armed_Forces_of_Liberia>,Armed Forces of Liberia,"The Armed Forces of Liberia (AFL) are the armed forces of the Republic of Liberia. Tracing its origins to a militia that was formed by the first black colonists in what is now Liberia, it was founded as the Liberian Frontier Force in 1908, and retitled in 1956. For virtually all of its history, the AFL has received considerable materiel and training assistance from the United States. For most of the 1941–89 period, training was largely provided by U.S.",what is the armed force of liberia
<dbpedia:Komodo_dragon>,Komodo dragon,"The Komodo dragon (Varanus komodoensis), also known as the Komodo monitor, is a large species of lizard found in the Indonesian islands of Komodo, Rinca, Flores, Gili Motang, and Padar.",where are komodo dragons found
<dbpedia:Ludwig_Wittgenstein>,Ludwig Wittgenstein,"Ludwig Josef Johann Wittgenstein (/ˈvɪtɡənˌstaɪn/; German: [ˈvɪtgənˌʃtaɪn]; 26 April 1889 – 29 April 1951) was an Austrian-British philosopher who worked primarily in logic, the philosophy of mathematics, the philosophy of mind, and the philosophy of language. From 1929 to 1947, Wittgenstein taught at the University of Cambridge. During his lifetime he published just one slim book, the 75-page Tractatus Logico-Philosophicus (1921),  one article, one book review and a children's dictionary.",what were wittgenstein and his works
<dbpedia:Foreign_relations_of_Lithuania>,Foreign relations of Lithuania,"Lithuania became a member of the United Nations on September 18, 1991, and is a signatory to a number of its organizations and other international agreements. It is also a member of the Organization for Security and Cooperation in Europe, NATO and its adjunct North Atlantic Coordinating Council, the Council of Europe, and the European Union. Lithuania gained membership in the World Trade Organization on May 31, 2001.",when did lithuania become a member of the usa
<dbpedia:Foreign_relations_of_Luxembourg>,Foreign relations of Luxembourg,"Luxembourg has long been a prominent supporter of European political and economic integration. In efforts foreshadowing European integration, Luxembourg and Belgium in 1921 formed the Belgium-Luxembourg Economic Union (BLEU) to create an inter-exchangeable currency and a common customs regime. Luxembourg is a member of the Benelux Economic Union and was one of the founding members of the United Nations and the European Economic Community (now the European Union).",what is luxembourg?
<dbpedia:Politics_of_Luxembourg>,Politics of Luxembourg,"The politics of Luxembourg takes place in a framework of a parliamentary representative democratic monarchy, whereby the Prime Minister of Luxembourg is the head of government, and of a multi-party system. Executive power is under the constitution of 1868, as amended, exercised by the government, by the Grand Duke and the Council of Government (cabinet), which consists of a prime minister and several other ministers.",what type of government does luxembourg
<dbpedia:Economy_of_Latvia>,Economy of Latvia,"The economy of Latvia is an open economy in Northern Europe and is part of the European Union's (EU) single market. Latvia is a member of the World Trade Organization (WTO) since 1999, a member of the European Union since 2004, and of the Eurozone since 2014.  Latvia is ranked the 21st in the world by the Ease of Doing Business Index prepared by the World Bank Group, According to the Human Development Report 2011, Latvia belongs to the group of very high human development countries.",what is lebanon's economy
<dbpedia:Foreign_relations_of_Libya_under_Muammar_Gaddafi>,Foreign relations of Libya under Muammar Gaddafi,"This article is about the historical foreign relations of the Libyan Arab Jamahiriya. For the foreign relations of the current de facto Libyan government, see Foreign relations of Libya.The foreign relations of the Libyan Arab Jamahiriya (1969–2011) underwent much fluctuation and change.",libyan foreign relations
<dbpedia:Letter_(message)>,Letter (message),"A letter is a written message from one party to another containing information. Letters guarantee the preservation of communication between both parties. They bring friends or relatives closer together, enrich professional relationships and provide a satisfying mean of self-expression. Letters contribute to the protection and conservation of literacy, which is the ability to write and read.",what does a letter say
<dbpedia:Politics_of_Lebanon>,Politics of Lebanon,"Lebanon is a parliamentary democratic republic within the overall framework of confessionalism, a form of consociationalism in which the highest offices are proportionately reserved for representatives from certain religious communities. The constitution grants the people the right to change their government. However, from the mid-1970s until the parliamentary elections in 1992, civil war precluded the exercise of political rights.",what is the lebanon
<dbpedia:History_of_Lithuania>,History of Lithuania,"The history of Lithuania dates back to settlements founded many thousands of years ago, but the first written record of the name for the country dates back to 1009 AD. Lithuanians, one of the Baltic peoples, later conquered neighboring lands and established the Grand Duchy of Lithuania in the 13th century (and also a short-lived Kingdom of Lithuania). The Grand Duchy was a successful and lasting warrior state.",who was the first great lithuania
<dbpedia:Politics_of_Lithuania>,Politics of Lithuania,"Politics of Lithuania takes place in a framework of a parliamentary representative democratic republic, whereby the Prime Minister of Lithuania is the head of government, and of a multi-party system.Executive power is exercised by the government, which is headed by the Prime Minister. Legislative power is vested in both the government and the unicameral Seimas (Lithuanian Parliament).",what kind of democracy does Lithuania have
<dbpedia:Foreign_relations_of_Liberia>,Foreign relations of Liberia,"Liberian foreign relations were traditionally stable and cordial throughout much of the 19th and 20th centuries. During the 1990s, Charles Taylor's presidency and the First and Second Liberian Civil Wars underscored Liberian relations with the Western world, the People's Republic of China, and its neighboring countries in Western Africa.Stabilization in the 21st century brought a return to cordial relations with neighboring countries and much of the Western world.",what are liberian foreign relations
<dbpedia:Transport_in_Luxembourg>,Transport in Luxembourg,"Transport in Luxembourg is ensured principally by road, rail and air. There are also services along the River Moselle which forms the border with Germany. The road network has been significantly modernised in recent years with motorways to adjacent countries. The advent of the high-speed TGV link to Paris has led to renovation of the city's railway station while a new passenger terminal at Luxembourg Airport has recently been opened.",what is transport in luxembourg
<dbpedia:Politics_of_Liberia>,Politics of Liberia,"Politics of Liberia takes place in a framework of a presidential representative democratic republic modeled on the government of the United States, whereby the President is the head of state and head of government; unlike the United States, however, Liberia is a unitary state as opposed to a federation and has a pluriform multi-party system rather than the two-party system that characterizes US politics. Executive power is exercised by the government.",what kind of political system is liberia
<dbpedia:Foreign_relations_of_Lebanon>,Foreign relations of Lebanon,"The foreign policy of Lebanon reflects its geographic location, the composition of its population, and its reliance on commerce and trade. Until 2005, Lebanon's foreign policy had been heavily influenced by Syria.  The framework for relations was first codified in May 1991, when Lebanon and Syria signed a treaty of mutual cooperation.",which countries have a foreign policy
<dbpedia:Kenneth_Kaunda>,Kenneth Kaunda,"Kenneth David Kaunda (born 28 April 1924), also known as KK, served as the first President of Zambia, from 1964 to 1991.Kaunda is the youngest of eight children born to an ordained Church of Scotland missionary and teacher. He followed his father's steps in becoming a teacher.He was at the forefront of the struggle for independence from British rule.",who was the president of zambia
<dbpedia:History_of_Liberia>,History of Liberia,"Liberia, a state in West Africa, was founded, established, colonized and controlled by citizens of the United States and ex-Caribbean slaves as a colony for former African American slaves and their free black descendants. It is one of only two  sovereign states in the world that were started by citizens and ex-Caribbean slaves of a political power as a colony for former slaves of the same political power, the other being Sierra Leone.",is liberia a slave state
<dbpedia:Foreign_relations_of_Lesotho>,Foreign relations of Lesotho,"Lesotho's geographic location makes it extremely vulnerable to political and economic developments in South Africa. Its capital is the small city of Maseru. It is a member of many regional economic organizations including the Southern African Development Community (SADC) and the Southern African Customs Union (SACU). Lesotho also is active in the United Nations, the Organisation of African Unity, now the African Union, the Non-Aligned Movement, and many other international organizations.",what type of government does lesotho have
<dbpedia:Military_of_Lesotho>,Military of Lesotho,"The Lesotho Defence Force is the state military organisation of Lesotho.Lesotho's security forces are composed of the Lesotho Defence Force (LDF) and the Lesotho Mounted Police Service. The LDF consists of an army, an air wing, and a newly formed paramilitary wing.",what is the lesotho defence force
<dbpedia:Demographics_of_Luxembourg>,Demographics of Luxembourg,"This article is about the demographic features of the population of Luxembourg, including population density, ethnicity, education level, health of the populace, economic status, religious affiliations and other aspects of the population.The following is an overview of the demographics of Luxembourg.",population of luxembourg
<dbpedia:Politics_of_Liechtenstein>,Politics of Liechtenstein,Liechtenstein is a principality governed under a constitutional monarchy. It has a form of mixed constitution in which political power is shared by the monarch and a democratically elected parliament. There is a two-party system (though there are two minor parties as well) and a form of representative democracy in which the prime minister and head of government is responsible to parliament.,what type of government does liechtenstein have
<dbpedia:Linear_model>,Linear model,"In statistics, the term linear model is used in different ways according to the context. The most common occurrence is in connection with regression models and the term is often taken as synonymous with linear regression model.  However, the term is also used in time series analysis with a different meaning. In each case, the designation ""linear"" is used to identify a subclass of models for which substantial reduction in the complexity of the related statistical theory is possible.",define linear model in statistics
<dbpedia:Economy_of_Libya>,Economy of Libya,"The Economy of Libya depends primarily upon revenues from the petroleum sector, which contributes practically all export earnings and over half of GDP. These oil revenues and a small population have given Libya the highest nominal per capita GDP in Africa.After 2000, Libya recorded favourable growth rates with an estimated 10.6% growth of GDP in 2010. This development was interrupted by the Libyan Civil War, which resulted in contraction of the economy by 62.1% in 2011.",what is the economy of libya
<dbpedia:Reference_desk>,Reference desk,"The reference desk or information desk of a library is a public service counter where professional librarians provide library users with direction to library materials, advice on library collections and services, and expertise on multiple kinds of information from multiple sources.",what is reference desk in library
<dbpedia:Lagâri_Hasan_Çelebi>,Lagâri Hasan Çelebi,"Lagâri Hasan Çelebi was a legendary Ottoman aviator who, according to a sole account written by traveller Evliya Çelebi, made a successful manned rocket flight.",who was laghari elebi
<dbpedia:Economy_of_Lebanon>,Economy of Lebanon,"The economy of Lebanon is a developing economy, with a private sector that contributes to 75% of aggregate demand and a large banking sector that supports this demand. The IMF forecast a growth of 7% for Lebanon's real GDP in 2010 and 2011 following 9% growth in 2009 and 8.5% in 2008. It has the 54th richest GDP per capita in the world, and it is forecasted that Lebanon's GDP per capita will reach 20,000 by 2015, making it one of the strongest economies in the region.",lebanon GDP growth
<dbpedia:Lithuanian_Armed_Forces>,Lithuanian Armed Forces,"The Lithuanian Armed Forces consist of 15570 active personnel.  Conscription was ended in September 2008 but was reintroduced in 2015 because of concerns about the geopolitical environment in light of Russia's military intervention in Ukraine.Lithuania's defence system is based on the concept of ""total and unconditional defence"" mandated by Lithuania's national National Security Strategy.",what is the liteunian army like
<dbpedia:Likelihood_principle>,Likelihood principle,"In statistics,the likelihood principle is a controversial principle of statistical inference that asserts that, given a statistical model, all of the evidence in a sample relevant to model parameters is contained in the likelihood function.A likelihood function arises from a conditional probability distribution considered as a function of its distributional parameterization argument, conditioned on the data argument.",probability theory definition
<dbpedia:Long_shot>,Long shot,"In photography, filmmaking and video production, a long shot (sometimes referred to as a full shot or a wide shot) typically shows the entire object or human figure and is usually intended to place it in some relation to its surroundings. A related notion is that of an extreme long shot. This can be taken from as much as a quarter of a mile away, and is generally used as a scene-setting, establishing shot. It normally shows an exterior, e.g.",how to capture a shot
<dbpedia:Latveria>,Latveria,"Latveria is a fictional nation in the Marvel Comics Universe. It is depicted within the storylines of Marvel's comic titles as an isolated European country ruled by the fictional supervillain Doctor Doom, supposedly located in the Banat region. It is surrounded by the Carpathian Mountains, and also borders Symkaria (home of Silver Sable) to the south. Its capital is Doomstadt.",where is latveria
<dbpedia:Lomography>,Lomography,"Lomography is a commercial trademark of Lomographische AG, which their creators associate to a photographic image style and an analog camera movement and community facilitated by The Lomographic Society International. The Lomographic Society International was founded in 1992 by a group of Viennese students after they discovered the LCA, a camera created by LOMO PLC of Saint Petersburg, Russia.",what is lumography
<dbpedia:Laser_science>,Laser science,"Laser science or laser physics is a branch of optics that describes the theory and practice of lasers.Laser science is principally concerned with quantum electronics, laser construction, optical cavity design, the physics of producing a population inversion in laser media, and the temporal evolution of the light field in the laser.",what is laser science
<dbpedia:Lithium>,Lithium,"Lithium (from Greek: λίθος lithos, ""stone"") is a chemical element with symbol Li and atomic number 3. It is a soft, silver-white metal belonging to the alkali metal group of chemical elements. Under standard conditions it is the lightest metal and the least dense solid element. Like all alkali metals, lithium is highly reactive and flammable. For this reason, it is typically stored in mineral oil.",what type of element is lithium?
<dbpedia:Lipid>,Lipid,"Lipids are a group of naturally occurring molecules that include fats, waxes, sterols, fat-soluble vitamins (such as vitamins A, D, E, and K), monoglycerides, diglycerides, triglycerides, phospholipids, and others. The main biological functions of lipids include storing energy, signaling, and acting as structural components of cell membranes.",what are lipids
<dbpedia:Letterboxing_(filming)>,Letterboxing (filming),"Letterboxing is the practice of transferring film shot in a widescreen aspect ratio to standard-width video formats while preserving the film's original aspect ratio.  The resulting videographic image has mattes (black bars) above and below it; these mattes are part of the image (i.e., of each frame of the video signal).  LBX or LTBX are the identifying abbreviations for films and images so formatted.",what does letterboxing mean in filming?
<dbpedia:Leap_year>,Leap year,"A leap year (also known as an intercalary year or a bissextile year) is a year containing one additional day (or, in the case of lunisolar calendars, a month) in order to keep the calendar year synchronized with the astronomical or seasonal year. Because seasons and astronomical events do not repeat in a whole number of days, calendars that have the same number of days in each year, over time, drift with respect to the event that the year is supposed to track.",what is leap year
<dbpedia:History_of_public_transport_authorities_in_London>,History of public transport authorities in London,"The history of public transport authorities in London details the various organisations that have been responsible for the public transport network in and around London, England from 1933 until 2000 and have used the London Transport brand. Their responsibilities have encompassed the buses, coaches, trams and the London Underground.",how long have london transport authority been responsible
<dbpedia:Latency_(engineering)>,Latency (engineering),"Latency is a time interval between the stimulation and response, or, from a more general point of view, as a time delay between the cause and the effect of some physical change in the system being observed. Latency is physically a consequence of the limited velocity with which any physical interaction can propagate. This velocity is always lower than or equal to the speed of light.",latency definition
<dbpedia:Lysergic_acid_diethylamide>,Lysergic acid diethylamide,"Lysergic acid diethylamide (/daɪ eθəl ˈæmaɪd/ or /æmɪd/ or /eɪmaɪd/), abbreviated LSD or LSD-25, also known as lysergide (INN) and colloquially as acid, is a psychedelic drug of the ergoline family, well known for its psychological effects - which can include altered thinking processes, closed- and open-eye visuals, synesthesia, an altered sense of time, and spiritual experiences - as well as for its key role in 1960s counterculture. It is used mainly as an entheogen and recreational drug.",what is lysergide
<dbpedia:Lund_University>,Lund University,"Lund University (Swedish: Lunds universitet) is one of northern Europe's oldest and most prestigious universities,consistently ranking among the world's top 100 universities. Further, it ranks among the best universities in Northern Europe and in international rankings.",where is lund
<dbpedia:Louchébem>,Louchébem,"Louchébem or loucherbem is Parisian and Lyonnaise butchers' (French boucher) slang, similar to Pig Latin and Verlan. It originated in the mid-19th century and was in common use until the 1950s. Each word is transformed by moving the first consonant to the end; and suffixes such as -ème, -ji, -oc, -muche are added at the end; the letter ""L"" is placed at the beginning of the new word. Note that spelling often becomes phoneticised.",what is the slang name for butchers
<dbpedia:Liquid-crystal_display>,Liquid-crystal display,"A liquid-crystal display (LCD) is a flat panel display, electronic visual display, or video display that uses the light modulating properties of liquid crystals. Liquid crystals do not emit light directly.LCDs are available to display arbitrary images (as in a general-purpose computer display) or fixed images with low information content which can be displayed or hidden, such as preset words, digits, and 7-segment displays as in a digital clock.",what is liquid crystal display
<dbpedia:Long_gun>,Long gun,"A long gun is a category of firearms and cannons with longer barrels than other classes.  In small arms, a long gun is generally designed to be fired braced against the shoulder, in contrast to a handgun, but may include mounted firearms such as the M1919 Browning Machine Gun  while in artillery a long gun would be contrasted with a howitzer or carronade.",what is long gun
<dbpedia:Liar_paradox>,Liar paradox,"In philosophy and logic, the classical liar paradox or liar's paradox is the statement of a liar who states that she/he is lying: for instance ""I am lying"" or ""everything I say is false"". If he/she is indeed lying, he/she is telling the truth, which means he/she is lying... In ""this sentence is a lie"" the paradox is strengthened in order to make it amenable to more rigorous logical analysis.",definition of liar paradox
<dbpedia:Geography_of_Liechtenstein>,Geography of Liechtenstein,"The principality of Liechtenstein encompasses most of the right (eastern) half of the Rhine Valley, wedged between Austria and Switzerland.Along with Uzbekistan, Liechtenstein is one of only two doubly landlocked countries in the world; it contains a great variety of microclimates based on elevation.Data from the  CIA Factbook:Geographic coordinates:47°10′N 9°32′EArea: 160 km² (land, 0 km² water)Land boundaries: total: 76 km; border countries: Austria 35 km, Switzerland 41 kmCoastline: 0 km (landlocked)Maritime claims: none (landlocked)Climate: continental; cold, cloudy winters with frequent snow or rain; cool to moderately warm, cloudy, humid summers, great variety of microclimates based on elevationTerrain: mostly mountainous (Alps) with Rhine Valley in western thirdNatural resources: hydroelectric potential, arable landLake: The only lake in Liechtenstein is the Gampriner Seele.Land use: arable land: 21.88%, permanent crops: 0%, other: 78.12% (2011)Natural hazards: NAEnvironment - international agreements: party to:Air Pollution,Air Pollution-Persistent Organic Pollutants,Air Pollution-Nitrogen Oxides,Air Pollution-Sulphur 85, Air Pollution-Sulphur 94,Air Pollution-Volatile Organic Compounds,Biodiversity,Climate Change,Climate Change-Kyoto Protocol,Desertification,Endangered Species,Hazardous Wastes,Ozone Layer Protection,Wetlands,signed, but not ratified:Law of the SeaExtreme points: North - River Rhine, Ruggell 47°16′15″N 9°31′51″E This point is also the westernmost point in Austria.",what type of weather is in echtenstein
<dbpedia:Logic_programming>,Logic programming,"Logic programming is a programming paradigm based on formal logic. A program written in a logic programming language is a set of sentences in logical form, expressing facts and rules about some problem domain.  Major logic programming language families include Prolog, Answer set programming (ASP) and Datalog.",what does logic programming mean
<dbpedia:Economy_of_Luxembourg>,Economy of Luxembourg,"The economy of Luxembourg is largely dependent on the banking, steel, and industrial sectors. Luxembourgers enjoy the second highest per capita gross domestic product in the world (CIA 2007 est.), behind Qatar.",what is luxembourg's economic
<dbpedia:London_Underground>,London Underground,"The London Underground (also known as the Tube or simply the Underground) is a public rapid transit system serving a large part of Greater London and parts of the home counties of Buckinghamshire, Hertfordshire and Essex.",what is the underground in london
<dbpedia:Laurence_Sterne>,Laurence Sterne,"Laurence Sterne (24 November 1713 – 18 March 1768) was an Anglo-Irish novelist and an Anglican clergyman. He is best known for his novels The Life and Opinions of Tristram Shandy, Gentleman and A Sentimental Journey Through France and Italy; but he also published many sermons, wrote memoirs, and was involved in local politics.  Sterne died in London after years of fighting consumption.",who wrote a sensitive journey through france and italy
<dbpedia:Lafcadio_Hearn>,Lafcadio Hearn,"Patrick Lafcadio Hearn (/hɜrn/; 27 June 1850 – 26 September 1904), known also by the Japanese name Koizumi Yakumo (小泉 八雲), was an international writer, known best for his books about Japan, especially his collections of Japanese legends and ghost stories, such as Kwaidan: Stories and Studies of Strange Things. In the United States, Hearn is also known for his writings about the city of New Orleans based on his ten-year stay in that city.",who is patrick lafcadio hearn
<dbpedia:Law_of_definite_proportions>,Law of definite proportions,"In chemistry, the law of definite proportions, sometimes called Proust's law or the law of definite composition, states that a chemical compound always contains exactly the same proportion of elements by mass. An equivalent statement is the law of constant composition, which states that all samples of a given chemical compound have the same elemental composition by mass.",what's the law of definite proportions?
<dbpedia:Least_common_multiple>,Least common multiple,"In arithmetic and number theory, the least common multiple (also called the lowest common multiple or   smallest common multiple) of two integers a and b, usually denoted by LCM(a, b), is the smallest positive integer that is divisible by both a and b.  Since division of integers by zero is undefined, this definition has meaning only if a and b are both different from zero.",minimum common multiple definition apr
<dbpedia:Luddite>,Luddite,"The Luddites were 19th-century English textile workers (or self-employed weavers who feared the end of their trade) who protested against newly developed labour-economizing technologies, primarily between 1811 and 1816.",who were the luddites?
<dbpedia:List_of_Latin_phrases>,List of Latin phrases,"This page lists direct English translations of common Latin phrases, such as veni, vidi, vici and et cetera. Some of the phrases are themselves translations of Greek phrases, as Greek rhetoric and literature were highly regarded in Ancient Rome when Latin rhetoric and literature were still maturing.The Latin letter i may be used either as a vowel or a consonant.",common phrases in latin
<dbpedia:Lola_Graham>,Lola Graham,Lola Glenn Graham was born in Melbourne on 23 September 1918. She first came to public attention after winning a musical competition at age six by playing the piano. In 1930 she was employed by Melbourne radio station 3?? and continued to work in radio for most of her life. She also worked extensively in live musical theatre as a band member and accompanist. Her repertoire included working with such artists as Barry Humphries. She married Fred Menhennitt on 23 February 1957 and had two sons.,who was lola graham
<dbpedia:List_of_Latin_words_with_English_derivatives>,List of Latin words with English derivatives,"This is a list of Latin words with derivatives in English (and other modern languages).Ancient orthography did not distinguish between i and j or between u and v. Many modern works distinguish u from v but not i from j. In this article, both distinctions are shown as they are helpful when tracing the origin of English words. See also Latin spelling and pronunciation.",what are latin words
<dbpedia:Language_center>,Language center,"The term language center or language centre (or more accurately centers, e.g. Broca's area and Wernicke's area) refers to the areas of the brain which serve a particular function for speech processing and production.",what is the language center
<dbpedia:Liquid_crystal>,Liquid crystal,"Liquid crystals (LCs) are matter in a state that has properties between those of conventional liquid and those of solid crystal. For instance, a liquid crystal may flow like a liquid, but its molecules may be oriented in a crystal-like way. There are many different types of liquid-crystal phases, which can be distinguished by their different optical properties (such as birefringence).",what is a liquid crystal
<dbpedia:Linear_regression>,Linear regression,"In statistics, linear regression is an approach for modeling the relationship between a scalar dependent variable y and one or more explanatory variables (or independent variables) denoted X. The case of one explanatory variable is called simple linear regression.  For more than one explanatory variable, the process is called multiple linear regression.",what is the definition for a linear regression
<dbpedia:Lift_(force)>,Lift (force),"A fluid flowing past the surface of a body exerts a force on it.  Lift is the component of this force that is perpendicular to the oncoming flow direction.  It contrasts with the drag force, which is the component of the surface force parallel to the flow direction.  If the fluid is air, the force is called an aerodynamic force.  In water, it is called a hydrodynamic force.",what is lift force
<dbpedia:Leo_III_the_Isaurian>,Leo III the Isaurian,"Leo III the Isaurian also known as the Syrian (Greek: Λέων Γ΄ ὁ Ἴσαυρος, Leōn III ho Isauros), (c. 685 – 18 June 741) was Byzantine Emperor from 717 until his death in 741. He put an end to a period of instability, successfully defended the Empire against the invading Umayyads, and forbade the veneration of icons.",what is leo the isaurian
<dbpedia:Long-term_memory>,Long-term memory,"Long-term memory (LTM) is the final stage of the dual memory model proposed by Atkinson and Shiffrin, in which data can be stored for long periods of time.",what is a long term memory model
<dbpedia:Limbo>,Limbo,"In the theology of the Catholic Church, Limbo (Latin limbus, edge or boundary, referring to the ""edge"" of Hell) is a speculative idea about the afterlife condition of those who die in original sin without being assigned to the Hell of the Damned. Medieval theologians of western Europe described the underworld (""hell"", ""hades"", ""infernum"") as divided into four distinct parts: Hell of the Damned (which some call Gehenna), Purgatory, Limbo of the Fathers or Patriarchs, and Limbo of the Infants.",what does limbo mean in a bible
<dbpedia:Light>,Light,"Light is electromagnetic radiation within a certain portion of the electromagnetic spectrum. The word usually refers to visible light, which is visible to the human eye and is responsible for the sense of sight. Visible light is usually defined as having wavelengths in the range of 400–700 nanometres (nm), or 6993400000000000000♠400×10−9 m to 6993700000000000000♠700×10−9 m, between the infrared (with longer wavelengths) and the ultraviolet (with shorter wavelengths).",light definition
<dbpedia:Latin_declension>,Latin declension,"Latin is an inflected language, and as such its nouns, pronouns, and adjectives must be declined (i.e. their endings alter to show grammatical case). A set of declined forms of the same word pattern is called a declension. There are five declensions, which are numbered and grouped by ending and grammatical gender. For simple declension paradigms, visit the Wiktionary appendices:First declension, Second declension, Third declension, Fourth declension, Fifth declension.",what is a declension latin
<dbpedia:List_of_logarithmic_identities>,List of logarithmic identities,"In mathematics, there are several logarithmic identities.",what are some metric identities
<dbpedia:Anarchist_communism>,Anarchist communism,"Anarchist communism (also known as anarcho-communism, free communism, libertarian communism, and communist anarchism) is a theory of anarchism which advocates the abolition of the state, capitalism, wages, and private property (while retaining respect for personal property), and in favor of common ownership of the means of production, direct democracy, and a horizontal network of voluntary associations and workers' councils with production and consumption based on the guiding principle: ""from each according to his ability, to each according to his need"".Some forms of anarchist communism such as insurrectionary anarchism are strongly influenced by egoism and radical individualism, believing anarcho-communism is the best social system for the realization of individual freedom. @en <http://en.wikipedia.org/wiki/Anarchist_communism?oldid=683529068> .
<http://dbpedia.org/resource/Luigi_Alamanni> <http://www.w3.org/2000/01/rdf-schema#comment> Luigi Alamanni (sometimes spelt Alemanni) (6 March 1495 – 18 April 1556) was an Italian poet and statesman.  He was regarded as a prolific and versatile poet.  He was credited with introducing the epigram into Italian poetry.",what is anarchist communism
<dbpedia:Learning_theory_(education)>,Learning theory (education),"Learning theories are conceptual frameworks describing how information is absorbed, processed, and retained during learning. Cognitive, emotional, and environmental influences, as well as prior experience, all play a part in how understanding, or a world view, is acquired or changed and knowledge and skills retained.Behaviorists look at learning as an aspect of conditioning and will advocate a system of rewards and targets in education.",what is the role of the learning theory
<dbpedia:List_of_literary_cycles>,List of literary cycles,"The Matter of Britain (or the ""Arthurian cycle""), which centers on King Arthur and the Knights of the Round TableThe Matter of France (or the ""Carolingian cycle""), which centers on Charlemagne and the Twelve PeersThe Matter of Rome (or the ""cycle of Rome""), which centers on Julius Caesar and Alexander the GreatThe Reynard cycle, which centers on the fabular fox ReynardThe Epic Cycle, which centers on the Trojan WarThe Mythological Cycle, which centers on the Celtic pantheonThe Fenian Cycle, which centers on Fionn mac Cumhaill and the FiannaThe Ulster Cycle, which centers on Cú Chulainn and the Kingdom of UlsterThe Cycle of the Kings, which centers on the monarchy of IrelandDer Ring des Nibelungen (or the ""Ring cycle""), which centers on the Ring and the Norse pantheonThe four troubadours Bernart d'Auriac, Pere Salvatge, Roger Bernard III of Foix, and Peter III of Aragon composed a cycle of four sirventes in the summer of 1285 concerning the Aragonese Crusade.The Japanese literary concept of sekai (世界, lit. @en <http://en.wikipedia.org/wiki/List_of_literary_cycles?oldid=656058734> .
<http://dbpedia.org/resource/Kaohsiung> <http://www.w3.org/2000/01/rdf-schema#comment> Kaohsiung City (Chinese: 高雄市; pinyin: Gāoxióng Shì; Pe̍h-ōe-jī: Ko-hiông-chhī; old names: Takao, Takow, Takau) is a special municipality in Taiwan. Located in southern-western Taiwan and facing the Taiwan Strait, it is by area the largest municipality, at 2,947.62 km2 (1,138.08 sq mi), and second most populous (by urban area) with a population of approximately 2.77 million.",what is the name of the literary cycle that is ascribed to charlemagne
<dbpedia:Guanyin>,Guanyin,"Guanyin is an East Asian deity of mercy, and a bodhisattva associated with compassion as venerated by Mahayana Buddhists.  The name Guanyin is short for Guanshiyin, which means ""Perceiving the Sounds (or Cries) of the World"". She is also sometimes referred to as Guanyin Bodhisattva (Chinese: 觀音菩薩).",guanyin name meaning
<dbpedia:Louis_Aleman>,Louis Aleman,"Louis Aleman (c. 1390 – September 16, 1450) was a French cardinal.",who is louis aleman
<dbpedia:League_of_Nations>,League of Nations,"The League of Nations (abbreviated as LN in English, ""Société des Nations"" abbreviated as SDN in French) was an intergovernmental organisation founded on 10 January 1920 as a result of the Paris Peace Conference that ended the First World War. It was the first international organisation whose principal mission was to maintain world peace.",ln meaning
<dbpedia:Lübeck>,Lübeck,"The Hanseatic City of Lübeck (pronounced [ˈlyːbɛk], Low German [ˈlyːbɛːk]) is the second-largest city in Schleswig-Holstein, in northern Germany, and one of the major ports of Germany.  Situated on the river Trave, it was for several centuries the leading city of the Hanseatic League ""\Queen of the Hanse""). Because of its extensive Brick Gothic architecture, it is listed by UNESCO as a World Heritage Site.",where is lubeck germany located
<dbpedia:Ludovico_Ariosto>,Ludovico Ariosto,"Ludovico Ariosto (Italian: [ludoˈviːko aˈrjɔsto] or [ariˈɔsto]; 8 September 1474 – 6 July 1533) was an Italian poet. He is best known as the author of the romance epic Orlando Furioso (1516). The poem, a continuation of Matteo Maria Boiardo's Orlando Innamorato, describes the adventures of Charlemagne, Orlando, and the Franks as they battle against the Saracens with diversions into many sideplots.",who is ludovico alesto
<dbpedia:Latin_conjugation>,Latin conjugation,"Latin verbs have four main patterns of conjugation. As in a number of other languages, most Latin verbs have an active voice and a passive voice. There also exist deponent and semi-deponent Latin verbs (verbs with a passive form but active meaning), as well as defective verbs (verbs with a perfect form but present meaning).",how do verbs speak in latin
<dbpedia:Land's_End>,Land's End,"Land's End (Cornish: Penn an Wlas or Pedn an Wlas) is a headland and holiday complex in western Cornwall, England. It is the most westerly point of mainland Cornwall and England, is within the Penwith peninsula and is about eight miles (13 km) west-south-west of Penzance at the starting and finishing point of the A30 road.",what is land end
<dbpedia:Lancelot_Andrewes>,Lancelot Andrewes,"Lancelot Andrewes (1555 – 25 September 1626) was an English bishop and scholar, who held high positions in the Church of England during the reigns of Elizabeth I and James I. During the latter's reign, Andrewes served successively as Bishop of Chichester, of Ely and of Winchester and oversaw the translation of the King James Version of the Bible (or Authorized Version). In the Church of England he is commemorated on 25 September with a Lesser Festival.",who was lancelot andrewes
